Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1
Maher Carrizo,ar ARG,MF,Vélez Sarsfield,17,2006,11,1,182,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Yuri Casermeiro,ar ARG,DF,Cen. Córdoba–SdE,21,2002,2,0,7,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Tomás Castro,ar ARG,MF,Atlé Tucumán,22,2001,15,1,243,2.7,1,0,1,1,0,0,1,0,0.37,0.0,0.37,0.37,0.37,,,,,,,,,,,,
Tomás Cavanagh,ar ARG,"MF,DF",Tigre,23,2001,6,5,297,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Tomás Cavanagh,ar ARG,DF,Vélez Sarsfield,23,2001,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Julián Ceballos,ar ARG,MF,Boca Juniors,19,2004,2,1,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Tobías Cervera,sy SYR,MF,Platense,21,2002,5,2,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Tobías Cervera,sy SYR,FW,Rosario Central,21,2002,1,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Lautaro Chávez,ar ARG,MF,Gimnasia–LP,23,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Giovani Chiaverano,ar ARG,"MF,FW",Newell's OB,18,2005,12,2,243,2.7,0,1,1,0,0,0,0,0,0.0,0.37,0.37,0.0,0.37,,,,,,,,,,,,
Luciano Cingolani,ar ARG,FW,Godoy Cruz,22,2001,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Mateo Clemente,ar ARG,GK,San Lorenzo,21,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Matías Contrera,ar ARG,FW,Estudiantes,18,2005,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Fabricio Corbalan,ar ARG,DF,Gimnasia–LP,20,2003,5,1,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Kevin Coronel,ar ARG,DF,Arg Juniors,19,2004,10,10,827,9.2,0,1,1,0,0,0,2,2,0.0,0.11,0.11,0.0,0.11,,,,,,,,,,,,
Santiago Coronel,ar ARG,MF,Barracas Central,23,2000,11,2,377,4.2,0,1,1,0,0,0,2,0,0.0,0.24,0.24,0.0,0.24,,,,,,,,,,,,
Juan Cortazzo,ar ARG,DF,Gimnasia–LP,18,2005,4,4,312,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Alexis Cuello,ar ARG,"FW,MF",San Lorenzo,23,2000,25,22,"1,778",19.8,4,0,4,4,0,0,1,0,0.2,0.0,0.2,0.2,0.2,,,,,,,,,,,,
Emanuel Dall'Aglio,ar ARG,DF,Estudiantes,18,2005,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Santiago Dalmasso,ar ARG,MF,Boca Juniors,19,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Fernando David Cardozo,py PAR,"MF,DF",Newell's OB,22,2001,15,9,676,7.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Jonathan De Irastorza,ar ARG,DF,Independiente,18,2005,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Mathías De Ritis,uy URU,DF,Banfield,21,2003,16,14,"1,219",13.5,1,0,1,1,0,0,4,0,0.07,0.0,0.07,0.07,0.07,,,,,,,,,,,,
Ramiro Degregorio,ar ARG,FW,Racing Club,20,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Mateo Del Blanco,ar ARG,DF,Unión,20,2003,20,8,"1,046",11.6,0,3,3,0,0,0,2,0,0.0,0.26,0.26,0.0,0.26,,,,,,,,,,,,
Milton Delgado,ar ARG,MF,Boca Juniors,18,2005,11,4,369,4.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Valentín Depietri,ar ARG,"MF,FW",Talleres,23,2000,15,10,761,8.5,1,0,1,1,0,0,3,0,0.12,0.0,0.12,0.12,0.12,,,,,,,,,,,,
Marco Di Cesare,ar ARG,DF,Racing Club,22,2002,14,13,"1,026",11.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Lautaro Di Lollo,ar ARG,DF,Boca Juniors,19,2004,12,10,929,10.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Ramiro Di Luciano,ar ARG,DF,Banfield,20,2004,14,14,"1,066",11.8,0,1,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,,,,,,,,,,,,
Mateo Díaz Chaves,ar ARG,FW,Arg Juniors,20,2003,3,0,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Franco Díaz,ar ARG,MF,Newell's OB,23,2000,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Franco Díaz,ar ARG,MF,Instituto,23,2000,7,3,267,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Gabriel Díaz,ar ARG,DF,Sarmiento,23,2000,21,11,"1,027",11.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Matías Díaz,ar ARG,MF,Cen. Córdoba–SdE,19,2004,1,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Jerónimo Domina,ar ARG,FW,Unión,18,2005,17,4,503,5.6,4,0,4,4,0,0,4,0,0.72,0.0,0.72,0.72,0.72,,,,,,,,,,,,
Benjamín Domínguez,ar ARG,"FW,MF",Gimnasia–LP,20,2003,11,11,960,10.7,2,1,3,1,1,1,2,0,0.19,0.09,0.28,0.09,0.19,,,,,,,,,,,,
Gaspar Duarte,ar ARG,"MF,FW",Rosario Central,21,2003,9,5,451,5.0,0,3,3,0,0,0,1,0,0.0,0.6,0.6,0.0,0.6,,,,,,,,,,,,
Nicolás Dubersarsky,ar ARG,MF,Instituto,19,2004,23,21,"1,806",20.1,0,1,1,0,0,0,6,0,0.0,0.05,0.05,0.0,0.05,,,,,,,,,,,,
Facundo Echevarría,ar ARG,"MF,FW",Defensa y Just,21,2002,5,2,233,2.6,0,1,1,0,0,0,0,0,0.0,0.39,0.39,0.0,0.39,,,,,,,,,,,,
Claudio Echeverri,ar ARG,"MF,FW",River Plate,18,2006,20,16,"1,162",12.9,2,3,5,2,0,0,2,0,0.15,0.23,0.39,0.15,0.39,,,,,,,,,,,,
Marcos Echeverría,ar ARG,FW,Banfield,20,2003,7,4,313,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Emanuel Rojas,ar ARG,MF,Banfield,18,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Guillermo Enrique,ar ARG,DF,Banfield,23,2000,5,5,303,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Guillermo Enrique,ar ARG,DF,Gimnasia–LP,23,2000,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Julián Eseiza,ar ARG,FW,Godoy Cruz,21,2002,2,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Matias Espíndola,ar ARG,DF,Tigre,20,2003,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Juan Esquivel,ar ARG,MF,Tigre,23,2000,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Juan Esquivel,ar ARG,MF,Gimnasia–LP,23,2000,6,0,116,1.3,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Santiago Esquivel,ar ARG,MF,Banfield,20,2004,4,4,286,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Francisco Facello,ar ARG,DF,Belgrano,21,2003,7,5,431,4.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Valentín Fascendini,ar ARG,DF,Unión,20,2003,9,1,187,2.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Juan Fedorco,ar ARG,DF,Independiente,23,2000,17,9,943,10.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Damián Fernández,ar ARG,DF,Vélez Sarsfield,23,2001,9,7,567,6.3,1,0,1,1,0,0,2,2,0.16,0.0,0.16,0.16,0.16,,,,,,,,,,,,
Esteban Fernández,ar ARG,MF,Newell's OB,22,2002,3,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Ezequiél Fernández,ar ARG,MF,Boca Juniors,21,2002,5,5,395,4.4,2,1,3,2,0,0,2,0,0.46,0.23,0.68,0.46,0.68,,,,,,,,,,,,
Martín Fernández,uy URU,MF,Gimnasia–LP,22,2001,15,12,"1,073",11.9,0,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Nicolás Fernández,ar ARG,DF,Estudiantes,21,2002,2,2,172,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Thiago Fernández,ar ARG,MF,Vélez Sarsfield,19,2004,25,24,"1,913",21.3,5,5,10,5,0,0,1,0,0.24,0.24,0.47,0.24,0.47,,,,,,,,,,,,
Tomás Fernández,ar ARG,DF,Tigre,20,2004,4,3,301,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Rafael Ferrario,ar ARG,GK,Barracas Central,23,2000,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Lucas Ferreira,uy URU,DF,Defensa y Just,23,2000,11,11,934,10.4,0,1,1,0,0,0,6,1,0.0,0.1,0.1,0.0,0.1,,,,,,,,,,,,
Luciano Ferreyra,ar ARG,MF,Platense,21,2002,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Tiago Ferreyra,ar ARG,DF,Defensa y Just,21,2002,2,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Francisco Flores,ar ARG,DF,Atlé Tucumán,22,2002,6,5,457,5.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Santiago Flores,ar ARG,DF,Estudiantes,22,2001,4,3,271,3.0,0,1,1,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33,,,,,,,,,,,,
Ezequiel Forclaz,ar ARG,MF,Tigre,20,2003,12,1,289,3.2,1,0,1,1,0,0,3,0,0.31,0.0,0.31,0.31,0.31,,,,,,,,,,,,
Matías Galarza Fonda,py PAR,MF,Talleres,21,2002,23,15,"1,225",13.6,3,1,4,3,0,0,5,1,0.22,0.07,0.29,0.22,0.29,,,,,,,,,,,,
Matías Galarza,ar ARG,MF,Talleres,21,2002,13,8,758,8.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Jeremías Gallard,ar ARG,MF,Talleres,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Baltasar Gallego,ar ARG,MF,Racing Club,20,2003,19,9,868,9.6,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,,,,,,,,,,,,
Rodrigo Gallo,ar ARG,"DF,MF",Gimnasia–LP,23,2000,9,6,487,5.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Braian Galván,ar ARG,MF,Banfield,23,2000,18,9,832,9.2,0,1,1,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11,,,,,,,,,,,,
Ignacio Galván,ar ARG,DF,Racing Club,21,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Ignacio Galván,ar ARG,"MF,DF",Defensa y Just,21,2002,9,6,542,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Tomás Galván,ar ARG,MF,Tigre,23,2000,27,27,"2,249",25.0,2,4,6,2,0,0,2,0,0.08,0.16,0.24,0.08,0.24,,,,,,,,,,,,
Ariel Gamarra,py PAR,MF,Arg Juniors,20,2003,18,10,967,10.7,0,2,2,0,0,0,1,0,0.0,0.19,0.19,0.0,0.19,,,,,,,,,,,,
Joaquín García,ar ARG,DF,Vélez Sarsfield,22,2001,22,22,"1,955",21.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Lautaro Garzón,ar ARG,GK,Vélez Sarsfield,20,2003,1,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Nahuel Génez,ar ARG,DF,Tigre,20,2003,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Mariano Gerez,ar ARG,MF,Lanús,18,2006,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Joaquín Gho,ar ARG,"MF,FW",Sarmiento,20,2003,26,22,"1,840",20.4,3,3,6,3,0,0,4,0,0.15,0.15,0.29,0.15,0.29,,,,,,,,,,,,
Laurtaro Giaccone,ar ARG,MF,Rosario Central,22,2001,24,8,908,10.1,1,2,3,1,0,0,3,0,0.1,0.2,0.3,0.1,0.3,,,,,,,,,,,,
Agustín Giay,ar ARG,DF,San Lorenzo,20,2004,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Orlando Gil,py PAR,GK,San Lorenzo,23,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Juan Giménez,ar ARG,DF,Rosario Central,17,2006,17,15,"1,388",15.4,1,1,2,1,0,0,4,0,0.06,0.06,0.13,0.06,0.13,,,,,,,,,,,,
Luciano Giménez,ar ARG,"FW,MF",Estudiantes,23,2000,14,5,672,7.5,0,3,3,0,0,0,2,0,0.0,0.4,0.4,0.0,0.4,,,,,,,,,,,,
Ian Glavinovich,ar ARG,DF,Newell's OB,22,2001,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Lautaro Godoy,py PAR,MF,Atlé Tucumán,20,2003,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Matías Godoy,ar ARG,"MF,FW",Cen. Córdoba–SdE,22,2002,22,18,"1,430",15.9,1,3,4,1,0,0,6,0,0.06,0.19,0.25,0.06,0.25,,,,,,,,,,,,
Santiago Godoy,ar ARG,FW,Defensa y Just,22,2001,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Juan Goicochea,pe PER,FW,Platense,19,2005,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
José Gómez,ar ARG,DF,Cen. Córdoba–SdE,23,2000,3,1,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Lautaro Gómez,ar ARG,MF,Banfield,20,2003,2,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Lucas Gómez,ar ARG,MF,Arg Juniors,19,2004,9,6,547,6.1,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Matías Gómez,ar ARG,MF,Huracán,20,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Matias Gomez,ar ARG,MF,Talleres,18,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Román Gómez,ar ARG,DF,Estudiantes,19,2004,5,1,183,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Valentín Gómez,ar ARG,DF,Vélez Sarsfield,20,2003,22,22,"1,947",21.6,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Luciano Gondou,ar ARG,"FW,MF",Arg Juniors,22,2001,6,6,532,5.9,1,0,1,1,0,0,0,0,0.17,0.0,0.17,0.17,0.17,,,,,,,,,,,,
David González,ar ARG,MF,Lanús,19,2004,4,1,68,0.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
David González,ar ARG,MF,Racing Club,20,2003,3,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
David González,ar ARG,MF,Defensa y Just,19,2004,5,2,168,1.9,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Francisco González,ar ARG,"FW,MF",Newell's OB,22,2001,18,11,990,11.0,1,1,2,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,,,,,,,,,,,,
Lucas González,ar ARG,"MF,FW",Independiente,23,2000,16,10,778,8.6,0,2,2,0,0,0,5,0,0.0,0.23,0.23,0.0,0.23,,,,,,,,,,,,
Matías González,ar ARG,MF,Banfield,21,2002,19,10,902,10.0,0,2,2,0,0,0,1,0,0.0,0.2,0.2,0.0,0.2,,,,,,,,,,,,
Santiago González,ar ARG,MF,Tigre,20,2003,23,16,"1,447",16.1,1,1,2,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,,,,,,,,,,,,
Dylan Gorosito,ar ARG,DF,Boca Juniors,17,2006,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Juan Guasone,it ITA,DF,Sarmiento,22,2001,3,2,225,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Tomas Guiacobini,ar ARG,MF,Sarmiento,19,2004,13,8,733,8.1,0,1,1,0,0,0,4,0,0.0,0.12,0.12,0.0,0.12,,,,,,,,,,,,
Manuel Guillén,ar ARG,DF,Godoy Cruz,22,2001,3,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Gerónimo Heredia,ar ARG,MF,Belgrano,18,2005,23,5,673,7.5,1,0,1,1,0,0,1,0,0.13,0.0,0.13,0.13,0.13,,,,,,,,,,,,
Ramiro Hernandes,ar ARG,MF,Belgrano,19,2004,5,1,164,1.8,1,0,1,1,0,0,0,0,0.55,0.0,0.55,0.55,0.55,,,,,,,,,,,,
Daniel Herrera,ar ARG,DF,San Lorenzo,19,2004,9,3,321,3.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
José Herrera,ar ARG,"FW,MF",Arg Juniors,18,2005,18,15,"1,206",13.4,2,2,4,2,0,0,7,0,0.15,0.15,0.3,0.15,0.3,,,,,,,,,,,,
Rodrigo Herrera,ar ARG,MF,Barracas Central,23,2000,22,18,"1,553",17.3,0,2,2,0,0,0,5,0,0.0,0.12,0.12,0.0,0.12,,,,,,,,,,,,
Santiago Hidalgo,ar ARG,"MF,FW",Independiente,18,2005,15,8,729,8.1,1,2,3,1,0,0,3,0,0.12,0.25,0.37,0.12,0.37,,,,,,,,,,,,
Marco Iacobellis,ar ARG,"MF,FW",Barracas Central,23,2000,15,10,811,9.0,1,0,1,1,0,0,2,0,0.11,0.0,0.11,0.11,0.11,,,,,,,,,,,,
Fabricio Iacovich,ar ARG,GK,Estudiantes,22,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Franco Ibarra,ar ARG,MF,Rosario Central,22,2001,21,20,"1,781",19.8,0,1,1,0,0,0,8,1,0.0,0.05,0.05,0.0,0.05,,,,,,,,,,,,
Elian Irala,ar ARG,MF,San Lorenzo,19,2004,22,19,"1,574",17.5,2,0,2,2,0,0,2,1,0.11,0.0,0.11,0.11,0.11,,,,,,,,,,,,
Juan Iribarren,ar ARG,DF,Banfield,21,2003,9,2,333,3.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Lucas Irusta,ar ARG,DF,Lanús,21,2003,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Tomás Jacob,ar ARG,DF,Newell's OB,19,2004,11,7,642,7.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Misael Jaime,ar ARG,DF,Newell's OB,20,2004,3,0,81,0.9,0,1,1,0,0,0,0,0,0.0,1.11,1.11,0.0,1.11,,,,,,,,,,,,
Jeremías James,ar ARG,DF,Deportivo Riestra,23,2001,2,2,163,1.8,1,0,1,1,0,0,1,0,0.55,0.0,0.55,0.55,0.55,,,,,,,,,,,,
Agustín Juárez,ar ARG,FW,Newell's OB,18,2005,4,0,51,0.6,1,0,1,1,0,0,0,0,1.76,0.0,1.76,1.76,1.76,,,,,,,,,,,,
Alex Juárez,ar ARG,MF,Barracas Central,19,2004,8,2,248,2.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Daniel Juárez,ar ARG,FW,Barracas Central,22,2001,8,2,298,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Bautista Kociubinski,ar ARG,"MF,DF",Estudiantes,22,2001,10,3,333,3.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Facundo Krüger,ar ARG,FW,Barracas Central,23,2000,3,0,52,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Agustín Lagos,ar ARG,DF,Atlé Tucumán,22,2001,5,5,417,4.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Agustín Lagos,ar ARG,DF,Vélez Sarsfield,22,2001,7,1,137,1.5,1,0,1,1,0,0,1,0,0.66,0.0,0.66,0.66,0.66,,,,,,,,,,,,
Luca Langoni,ar ARG,FW,Boca Juniors,21,2002,3,2,170,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Santiago Laquidaín,ar ARG,DF,Cen. Córdoba–SdE,22,2001,10,6,513,5.7,0,1,1,0,0,0,3,1,0.0,0.18,0.18,0.0,0.18,,,,,,,,,,,,
Jeremías Lázaro,ar ARG,MF,Instituto,19,2004,12,0,231,2.6,1,1,2,1,0,0,0,0,0.39,0.39,0.78,0.39,0.78,,,,,,,,,,,,
Martin Lazarte,ar ARG,DF,Banfield,18,2005,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Ivan Leguizamon,py PAR,"MF,FW",San Lorenzo,21,2002,25,18,"1,413",15.7,3,1,4,1,2,2,0,0,0.19,0.06,0.25,0.06,0.13,,,,,,,,,,,,
Santiago Lencina,ar ARG,MF,River Plate,18,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Facundo Lencioni,ar ARG,"MF,DF",Belgrano,22,2001,9,4,309,3.4,0,1,1,0,0,0,1,0,0.0,0.29,0.29,0.0,0.29,,,,,,,,,,,,
Alan Lescano,ar ARG,MF,Arg Juniors,22,2001,25,22,"1,880",20.9,5,2,7,4,1,1,5,0,0.24,0.1,0.34,0.19,0.29,,,,,,,,,,,,
Bruno Leyes,ar ARG,MF,Godoy Cruz,22,2001,23,22,"1,762",19.6,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Francesco Lo Celso,ar ARG,MF,Rosario Central,23,2000,4,4,244,2.7,0,1,1,0,0,0,0,0,0.0,0.37,0.37,0.0,0.37,,,,,,,,,,,,
Francesco Lo Celso,ar ARG,MF,Instituto,23,2000,5,0,101,1.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Lenny Lobato,br BRA,MF,Vélez Sarsfield,22,2001,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Kevin Lomónaco,ar ARG,DF,Tigre,22,2002,5,5,441,4.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Kevin Lomónaco,ar ARG,DF,Independiente,22,2002,18,18,"1,547",17.2,2,0,2,2,0,0,1,0,0.12,0.0,0.12,0.12,0.12,,,,,,,,,,,,
Flabián Londoño,co COL,FW,Tigre,23,2000,3,0,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Elías López,ar ARG,"DF,MF",Sarmiento,23,2000,24,22,"2,032",22.6,2,2,4,2,0,0,3,0,0.09,0.09,0.18,0.09,0.18,,,,,,,,,,,,
Fabricio López,ar ARG,DF,San Lorenzo,21,2002,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Kevin Lopez,ar ARG,MF,Defensa y Just,22,2001,18,11,979,10.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Santiago López,ar ARG,"MF,FW",Independiente,17,2006,16,12,951,10.6,1,0,1,1,0,0,5,1,0.09,0.0,0.09,0.09,0.09,,,,,,,,,,,,
Felipe Loyola,cl CHI,"MF,DF",Independiente,23,2000,18,18,"1,620",18.0,2,2,4,2,0,0,5,0,0.11,0.11,0.22,0.11,0.22,,,,,,,,,,,,
